band_1,band_1_label,band_2,band_2_label,adjacent,trait_class,trait_label,metric,n,mean,median,sd,p025,p975
26-28N,26–28°N,30-32N,30–32°N,False,non_ballooning,Non-ballooning,jaccard_nestedness,5000,0.05502514595318889,0.04970087436723425,0.03654797983170962,0.0036270215633423426,0.14102611940298512
26-28N,26–28°N,30-32N,30–32°N,False,non_ballooning,Non-ballooning,sorensen_total,5000,0.6934233502120188,0.6923076923076923,0.052529077136632886,0.589041095890411,0.7971014492753623
26-28N,26–28°N,30-32N,30–32°N,False,non_ballooning,Non-ballooning,simpson_replacement,5000,0.6197808762039809,0.6228448275862069,0.07197065561498155,0.47619047619047616,0.75
26-28N,26–28°N,30-32N,30–32°N,False,non_ballooning,Non-ballooning,sorensen_nestedness,5000,0.07364247400803783,0.06894586894586896,0.04594062852022264,0.005119315154312174,0.17689180831080772
28-30N,28–30°N,30-32N,30–32°N,True,ballooning,Ballooning-capable,shared_genera,5000,8.1916,8.0,1.5059027155157532,5.0,11.0
28-30N,28–30°N,30-32N,30–32°N,True,ballooning,Ballooning-capable,unique_to_band_1,5000,3.285,3.0,1.4889655481846233,1.0,6.0
28-30N,28–30°N,30-32N,30–32°N,True,ballooning,Ballooning-capable,unique_to_band_2,5000,29.4738,28.0,8.225548339721664,16.0,43.0
28-30N,28–30°N,30-32N,30–32°N,True,ballooning,Ballooning-capable,jaccard_total,5000,0.7952577197615381,0.8,0.041297933473636673,0.7037037037037037,0.8679245283018868
28-30N,28–30°N,30-32N,30–32°N,True,ballooning,Ballooning-capable,jaccard_turnover,5000,0.4273036648732879,0.42857142857142855,0.14074747229959464,0.16666666666666666,0.6666666666666666
28-30N,28–30°N,30-32N,30–32°N,True,ballooning,Ballooning-capable,jaccard_nestedness,5000,0.3679540548882503,0.3594771241830066,0.14246310777125087,0.14138755980861245,0.6386066763425254
28-30N,28–30°N,30-32N,30–32°N,True,ballooning,Ballooning-capable,sorensen_total,5000,0.6620286236492641,0.6666666666666666,0.0561696365048167,0.5428571428571428,0.7666666666666667
28-30N,28–30°N,30-32N,30–32°N,True,ballooning,Ballooning-capable,simpson_replacement,5000,0.28187947136197133,0.2727272727272727,0.11448584944401728,0.09090909090909091,0.5
28-30N,28–30°N,30-32N,30–32°N,True,ballooning,Ballooning-capable,sorensen_nestedness,5000,0.38014915228729274,0.38196286472148544,0.12098311933534629,0.17004048582995945,0.6057692307692307
28-30N,28–30°N,30-32N,30–32°N,True,non_ballooning,Non-ballooning,shared_genera,5000,15.6722,16.0,3.121136885670319,10.0,22.0
28-30N,28–30°N,30-32N,30–32°N,True,non_ballooning,Non-ballooning,unique_to_band_1,5000,16.5018,16.0,3.6714973428490603,10.0,24.0
28-30N,28–30°N,30-32N,30–32°N,True,non_ballooning,Non-ballooning,unique_to_band_2,5000,23.6772,24.0,6.23387298510957,12.0,36.0
28-30N,28–30°N,30-32N,30–32°N,True,non_ballooning,Non-ballooning,jaccard_total,5000,0.7191591640310944,0.7192982456140351,0.04713255821356078,0.6271186440677966,0.8088410364145656
28-30N,28–30°N,30-32N,30–32°N,True,non_ballooning,Non-ballooning,jaccard_turnover,5000,0.6616024001522369,0.6666666666666666,0.06141173518183835,0.5333333333333333,0.7727272727272727
28-30N,28–30°N,30-32N,30–32°N,True,non_ballooning,Non-ballooning,jaccard_nestedness,5000,0.05755676387885744,0.04750175932441947,0.04505991889410953,0.0,0.16806039240821843
28-30N,28–30°N,30-32N,30–32°N,True,non_ballooning,Non-ballooning,sorensen_total,5000,0.5635943674037337,0.5616438356164384,0.0576979195210316,0.4567901234567901,0.6790370370370368
28-30N,28–30°N,30-32N,30–32°N,True,non_ballooning,Non-ballooning,simpson_replacement,5000,0.49744508144063876,0.5,0.06817672994835022,0.36363636363636365,0.6296296296296297
28-30N,28–30°N,30-32N,30–32°N,True,non_ballooning,Non-ballooning,sorensen_nestedness,5000,0.06614928596309494,0.05555555555555558,0.04997754216961866,0.0,0.18666666666666665
