distance_metric,n_pairs,mean,sd,median,q025,q975,min,max
envdist_thermal,17766,1.2601114216304297,0.6419831800410806,1.2410637175032244,0.1853498465373604,2.513843523726563,0.005389131412846389,3.5462016571053505
envdist_moisture,17766,1.2789748703859383,0.6035261247177697,1.2311966039262208,0.2807625406726509,2.5155131958201578,0.018542975835353987,3.442462441186245
envdist_wind,17766,1.208543897396927,0.7344739698292134,1.081924481822933,0.16315687693232042,2.8990796763391455,0.017951878462548837,4.312134236190625
envdist_vegetation,17766,1.1218364298693138,0.8611183211601624,0.9207600833364092,0.09291907875010821,3.3925577114979433,0.0035167550467609826,5.927553817965949
envdist_primary_balanced,17766,1.217366654820652,0.4735064880260991,1.1828534671131288,0.3771634720863666,2.2252248093363236,0.0886327428642329,3.0128694994310945
envdist_all_predictors_std_euclidean,17766,1.3217430116512427,0.5030006484875166,1.3026876000273688,0.424918882362397,2.375743142885438,0.09670826970462076,3.270049001662113
