grid_cell_id,grid_cell_order,centroid_latitude,centroid_longitude,latitude_band,z_tmean_c,z_tseason_monthly_sd_c,z_precip_annual_mean_mm,z_precip_interannual_cv_pct,z_vpd_mean_kpa,z_soil_water_mean_frac,z_wind_speed_mean_ms,z_wind_monthly_sd_ms,z_evi_mean,z_evi_interannual_cv_pct
BJA25K_C+0015_R-0018,11,23.5130845,-109.7007972,23-24N,1.0665881949948102,-0.49083471895261493,2.617613204929255,-1.1407308763334087,6.462924685675075e-05,1.1593806271385227,-1.3180058042972762,-1.1674365132074542,2.5117319266994675,-0.539209935969854
BJA25K_C+0016_R-0018,12,23.5062112,-109.4557532,23-24N,1.559630336461253,-0.47517528321489755,1.7224723123285155,-0.8528651874014787,-0.29686508151178315,0.3754566469246174,-0.4970894304315734,0.18970088917040315,1.3028970342909045,0.44681401965517265
BJA25K_C+0012_R-0017,13,23.7559605,-110.4305208,23-24N,0.8077007999383895,-1.0481546526014984,0.3895790731377135,0.7162678014160159,-0.5661496920908836,-0.41770231872337743,0.23770559082308015,-1.0077831761234313,0.7982106092379428,-0.4705796210029694
BJA25K_C+0013_R-0017,14,23.7503546,-110.1850075,23-24N,0.8694749381518339,-0.7421446211286787,1.6099718067220845,-0.8221020576742651,-0.0019294380425079894,0.9496807601467214,-0.7923056781873449,-1.4919092407839374,2.2222871230349304,-0.5375404128070826
BJA25K_C+0014_R-0017,15,23.7443178,-109.9395046,23-24N,0.8205738320922892,-0.549972081611011,2.2766072029535183,-1.4649180499028736,-0.056890228692047726,1.554009462781245,-1.3734852370180257,-1.1944077641881212,2.8559284708100683,-0.5885353703836477
BJA25K_C+0015_R-0017,16,23.73785,-109.6940128,23-24N,0.9763873398197462,-0.5603394804836331,1.9828871562802317,-1.5774979522663253,-0.48683050166903175,0.37484310687299377,-1.0738352339235626,-0.1582678130707275,1.2121339353686034,0.15073342667720546
BJA25K_C+0010_R-0016,17,23.9907325,-110.9169296,23-24N,0.6606529811564915,-1.102005961473718,-0.22346926635880587,1.872468309926128,-0.8753555271992198,-0.0478230838771584,1.1677126932682838,0.0654150430332947,0.40625919561592916,-0.31891802825593407
BJA25K_C+0011_R-0016,18,23.9859712,-110.6709562,23-24N,0.8322526174143035,-0.9202754631243423,-0.037175276812004235,2.2132473297127024,-0.35765340958547337,-0.585061979609687,0.6186178162646474,-0.6215454086894245,0.9421593075261407,-0.5273938315936763
BJA25K_C+0012_R-0016,19,23.9807772,-110.4249919,23-24N,1.1033454174179846,-0.5742203196805751,0.26561650055833297,1.1471680973832903,0.05317021967340111,-0.5012029800728112,-0.08700748884939111,-0.6693119724878049,1.5216091316383447,-0.5513296050848124
BJA25K_C+0013_R-0016,20,23.9751506,-110.1790375,23-24N,0.9923363553584983,-0.4215262858769721,0.9386814198683808,-0.7518283521061354,0.1752114884821435,-0.19358981830455738,-0.6998258138761331,-1.0571794140035258,1.9349390991352287,-0.5790482120806971
BJA25K_C+0014_R-0016,21,23.9690914,-109.9330937,23-24N,1.1863216085899524,-0.3092863336803691,1.2092540776568754,-1.295221291186224,-0.004971047230839832,-0.07746569211567815,-0.8915199197571573,0.1187766850900725,1.198706635194754,-0.05784852919989834
BJA25K_C+0010_R-0015,23,24.2155717,-110.9122379,24-26N,0.9051815444055001,-0.8333405268931249,-0.17067418847530821,1.534376687600882,0.05034894202014978,-0.6143103396509152,0.6053512995769972,0.24567583477706528,0.6577409326777341,-0.49361537264375827
BJA25K_C+0011_R-0015,24,24.2107927,-110.6658185,24-26N,0.9817014444141882,-0.6895336505762317,0.021614964491003006,1.8102187735856177,0.09855957144181704,-0.537557084531373,0.05657970096297053,-0.5178267351438334,0.630761813368681,0.42316921624738435
BJA25K_C+0012_R-0015,25,24.2055794,-110.4194085,24-26N,1.1617791718874109,-0.5961972762707711,0.0688954312953492,1.4839462127974872,-0.015210034008621759,-0.135916937844242,-0.05199630055430924,-0.6131544134284245,-0.31618663062518243,0.6056684566799604
BJA25K_C+0013_R-0015,26,24.199932,-110.1730086,24-26N,1.1100567079380081,-0.5558915968575574,0.13925716394795803,-0.1961462738425219,-0.39553603986729385,-0.4448411722041628,-0.14855989853326132,-0.10629219008377555,0.9936786046210938,4.3344075449567185
BJA25K_C+0014_R-0015,27,24.1938504,-109.9266196,24-26N,1.0024056007363764,-0.551105578703496,0.40423289788064554,-0.9189516004460513,-0.2886732207942963,-0.6128770915589896,-0.22091650909561877,0.011061801394684047,0.09701398607525091,0.31218648623813156
BJA25K_C+0007_R-0014,28,24.4521722,-111.648158,24-26N,0.3145042484266765,-1.0585094124078591,-0.6319844317114768,1.070437555118221,-1.2021392142269691,-0.512012749673605,1.7948775564143757,0.9437047746534781,-0.004283635965331736,0.5050048660624342
BJA25K_C+0008_R-0014,29,24.4486833,-111.4012646,24-26N,0.6100000129379489,-0.9037182188856611,-0.544610320945221,0.8628322885885581,-0.5295729212889371,-0.6326712410487524,1.380507671126243,0.9418680398572092,0.36881449341509864,-0.21167814174104616
BJA25K_C+0009_R-0014,30,24.4447584,-111.1543783,24-26N,0.9162249701447586,-0.7101042059887838,-0.38420477762212,1.0235199912788284,0.2227779511008839,-0.6671636355349151,0.8682351977030911,0.7745424411419165,0.14177637040178678,-0.4723776845723106
BJA25K_C+0010_R-0014,31,24.4403975,-110.9074999,24-26N,1.0498473909754682,-0.6107235575544532,-0.18012109714893146,1.3737685405910678,0.5199527293443956,-0.6481771087486902,0.372104359218727,0.3431173826573678,0.5307930118175256,-0.4899991102059306
BJA25K_C+0011_R-0014,32,24.4356008,-110.6606302,24-26N,1.0832310551454294,-0.610991392697237,-0.046518172133963476,1.5951987187011898,0.17076720443053994,-0.6001256651745682,0.00726964250477617,-0.12113200733480138,-0.3563930053540613,0.9823913572378213
BJA25K_C+0006_R-0013,36,24.680094,-111.8920942,24-26N,0.25938356976200105,-1.0382036430986459,-0.5727903158943678,1.190144237980191,-1.1840064713165217,-0.6349184108027424,1.7883555343193032,0.9766279733980878,0.5896292327944749,0.06695350340503703
BJA25K_C+0007_R-0013,37,24.6770297,-111.644739,24-26N,0.4953511690005459,-0.8784586502310494,-0.6034529093950162,1.0139844079697007,-0.6868230879382563,-0.5292931788023422,1.3671596744806138,0.8744174355198207,0.20598567495199865,-0.407803230588211
