model,n_pairs,n_cells,stress_beta_median,stress_beta_q025,stress_beta_q975,stress_beta_q055,stress_beta_q945,posterior_probability_beta_gt_0,posterior_probability_beta_gt_0_10,posterior_probability_abs_beta_le_0_05,prior_scale_stress_beta,student_t_df,max_rhat,minimum_ess_bulk_approx,stress_beta_rhat,stress_beta_ess_bulk_approx,diagnostics_pass,posterior_predictive_90pct_coverage,posterior_predictive_rmse,posterior_predictive_fraction_outside_response_bounds,classification
primary_original_composite_bayesian_measurement_error,15,12,0.20042593534916586,0.02291980636790061,0.35891023730467553,0.0579910417212454,0.328071882267343,0.9891,0.8757,0.0428,0.25,4.0,1.0115443754672009,85.45456922783634,1.0044965621509976,107.2425281384332,0,1.0,0.17854532601692463,0.01951111111111111,POSITIVE_BUT_UNCERTAIN
