analysis_status,primary_focal_75km_positive_CI_excludes_zero,primary_junction_positive_CI_excludes_zero,primary_interface_positive_CI_excludes_zero,spatial_scan_Mulege_percentile_all_windows,spatial_scan_Mulege_percentile_similar_n_windows,gulf_curve_local_contrast_positive_CI_excludes_zero,overall_exploratory_conclusion,reporting_rule
EXPLORATORY_POST_HOC,False,False,False,0.8624338624338624,0.8991596638655462,False,no_block_bootstrap_supported_local_bump_or_junction_effect,These tests are post hoc/exploratory because the Mulege feature was identified visually. They cannot overturn Phase 13F/13G.
