grid_cell_id,source_field,baseline_start,baseline_end,baseline_n_years,baseline_mean,baseline_sd,orientation,parameter_valid
BJA25K_C-0011_R+0016,modis_lst_night_mean_c,2001,2020,20,11.619709622334529,0.7203775082847127,1,1
BJA25K_C-0011_R+0016,modis_lst_hot_observation_fraction_45c,2001,2020,20,0.09209720988422077,0.03353951625640351,1,1
BJA25K_C-0011_R+0016,chirps_annual_precipitation_mm,2001,2020,20,175.01153979124427,40.11728261731043,-1,1
BJA25K_C-0011_R+0016,chirps_dry_day_fraction_lt1mm,2001,2020,20,0.9469740537285996,0.0077970179139819655,1,1
BJA25K_C-0011_R+0016,chirps_very_dry_day_fraction_lt0_1mm,2001,2020,20,0.9423305352907784,0.011361503224949153,1,1
BJA25K_C-0011_R+0016,chirps_minimum_monthly_precipitation_mm,2001,2020,20,0.0016693739262897181,0.005557003856850721,-1,1
BJA25K_C-0011_R+0016,chirps_heavy_rain_days_gt20mm,2001,2020,20,1.8915881688018086,1.1897330388388994,1,1
BJA25K_C-0011_R+0016,chirps_max_1day_precipitation_mm,2001,2020,20,33.090006312954756,10.581759215297303,1,1
BJA25K_C-0011_R+0016,terraclimate_climate_water_deficit_mm,2001,2020,20,1051.9440264135915,93.57678290029493,1,1
BJA25K_C-0011_R+0016,terraclimate_pdsi_mean,2001,2020,20,-1.098483165206619,2.383994155806196,-1,1
BJA25K_C-0011_R+0016,terraclimate_pdsi_min,2001,2020,20,-2.9492984470400847,1.413608218835977,-1,1
BJA25K_C-0011_R+0016,terraclimate_soil_moisture_mean_mm,2001,2020,20,9.600012111760021,7.03519295520598,-1,1
BJA25K_C-0011_R+0016,terraclimate_aet_pet_ratio,2001,2020,20,0.16148588725985086,0.0651191826736319,-1,1
BJA25K_C-0011_R+0016,modis_evi_mean,2001,2020,20,0.14521421329652967,0.02762431245818464,-1,1
BJA25K_C-0011_R+0016,modis_evi_p10,2001,2020,20,0.10166039762901505,0.011720808297094378,-1,1
BJA25K_C-0012_R+0018,era5_mean_temperature_c,2001,2020,20,16.84013633218458,0.7127778404261299,1,1
BJA25K_C-0012_R+0018,era5_p95_daily_max_temperature_c,2001,2020,20,29.125603000660533,0.8962403076371626,1,1
BJA25K_C-0012_R+0018,era5_annual_max_temperature_c,2001,2020,20,33.2412181846884,1.2629789451762707,1,1
BJA25K_C-0012_R+0018,era5_hot_days_35c,2001,2020,20,0.5341216216216216,0.9503469504011386,1,1
BJA25K_C-0012_R+0018,era5_hot_days_40c,2001,2020,20,,,1,0
BJA25K_C-0012_R+0018,era5_mean_vpd_kpa,2001,2020,20,0.7312992589344183,0.0796354489636354,1,1
BJA25K_C-0012_R+0018,era5_p95_vpd_kpa,2001,2020,20,1.5318447161895903,0.19768825016204522,1,1
BJA25K_C-0012_R+0018,era5_high_vpd_day_fraction,2001,2020,20,0.000567824649904147,0.0012251974968527654,1,1
BJA25K_C-0012_R+0018,era5_mean_rootzone_soil_water,2001,2020,20,0.1523987967285414,0.019310237878513003,-1,1
BJA25K_C-0012_R+0018,modis_lst_day_mean_c,2001,2020,20,31.911618386764836,1.5236238656045773,1,1
BJA25K_C-0012_R+0018,modis_lst_day_p95_c,2001,2020,20,43.5424293428256,1.6131053549905983,1,1
BJA25K_C-0012_R+0018,modis_lst_day_max_c,2001,2020,20,49.58003772550889,2.299207566537959,1,1
BJA25K_C-0012_R+0018,modis_lst_night_mean_c,2001,2020,20,12.70229357977554,0.678238786142583,1,1
BJA25K_C-0012_R+0018,modis_lst_hot_observation_fraction_45c,2001,2020,20,0.05828511926938795,0.026761945511578795,1,1
BJA25K_C-0012_R+0018,chirps_annual_precipitation_mm,2001,2020,20,266.68514093888206,65.17207069981811,-1,1
BJA25K_C-0012_R+0018,chirps_dry_day_fraction_lt1mm,2001,2020,20,0.9372864189031583,0.007538958486148924,1,1
BJA25K_C-0012_R+0018,chirps_very_dry_day_fraction_lt0_1mm,2001,2020,20,0.9342289421925447,0.010945774528509278,1,1
BJA25K_C-0012_R+0018,chirps_minimum_monthly_precipitation_mm,2001,2020,20,0.0032404443363962844,0.014491707626972576,-1,1
BJA25K_C-0012_R+0018,chirps_heavy_rain_days_gt20mm,2001,2020,20,3.2436022483055047,1.4949371151864626,1,1
BJA25K_C-0012_R+0018,chirps_max_1day_precipitation_mm,2001,2020,20,53.42490190617366,18.767969373601925,1,1
BJA25K_C-0012_R+0018,terraclimate_climate_water_deficit_mm,2001,2020,20,1068.4003317039105,103.10150270430852,1,1
BJA25K_C-0012_R+0018,terraclimate_pdsi_mean,2001,2020,20,-1.1517487730834883,2.51798297816132,-1,1
BJA25K_C-0012_R+0018,terraclimate_pdsi_min,2001,2020,20,-2.868231959962756,1.633973716005446,-1,1
BJA25K_C-0012_R+0018,terraclimate_soil_moisture_mean_mm,2001,2020,20,15.21482910459342,10.797508150912837,-1,1
BJA25K_C-0012_R+0018,terraclimate_aet_pet_ratio,2001,2020,20,0.16604273972275138,0.0679720169958766,-1,1
BJA25K_C-0012_R+0018,modis_evi_mean,2001,2020,20,0.18084554604220593,0.031066073484100544,-1,1
BJA25K_C-0012_R+0018,modis_evi_p10,2001,2020,20,0.12194051135920647,0.015961388278250013,-1,1
BJA25K_C-0012_R+0019,era5_mean_temperature_c,2001,2020,20,16.837064195551342,0.6868606157142852,1,1
BJA25K_C-0012_R+0019,era5_p95_daily_max_temperature_c,2001,2020,20,30.348011739225363,0.8334109312202943,1,1
BJA25K_C-0012_R+0019,era5_annual_max_temperature_c,2001,2020,20,34.574895742224584,1.608484965468047,1,1
BJA25K_C-0012_R+0019,era5_hot_days_35c,2001,2020,20,1.140607210626186,1.439160829642025,1,1
BJA25K_C-0012_R+0019,era5_hot_days_40c,2001,2020,20,,,1,0
BJA25K_C-0012_R+0019,era5_mean_vpd_kpa,2001,2020,20,0.8222746797079162,0.07994407470271202,1,1
BJA25K_C-0012_R+0019,era5_p95_vpd_kpa,2001,2020,20,1.7250956274879823,0.17907074549932098,1,1
BJA25K_C-0012_R+0019,era5_high_vpd_day_fraction,2001,2020,20,0.0013506121210029327,0.002471043029733352,1,1
BJA25K_C-0012_R+0019,era5_mean_rootzone_soil_water,2001,2020,20,0.16219878785676717,0.020362565193594705,-1,1
BJA25K_C-0012_R+0019,modis_lst_day_mean_c,2001,2020,20,31.782365422608724,1.3987789740662022,1,1
BJA25K_C-0012_R+0019,modis_lst_day_p95_c,2001,2020,20,42.94041176163388,1.5361054219202679,1,1
BJA25K_C-0012_R+0019,modis_lst_day_max_c,2001,2020,20,48.52492714024403,2.001194301601337,1,1
BJA25K_C-0012_R+0019,modis_lst_night_mean_c,2001,2020,20,12.833919588503267,0.7005023971216144,1,1
BJA25K_C-0012_R+0019,modis_lst_hot_observation_fraction_45c,2001,2020,20,0.03340807752199257,0.02103539273035322,1,1
BJA25K_C-0012_R+0019,chirps_annual_precipitation_mm,2001,2020,20,347.9198713007378,80.01781106312178,-1,1
BJA25K_C-0012_R+0019,chirps_dry_day_fraction_lt1mm,2001,2020,20,0.9314281543229695,0.011361639353028651,1,1
BJA25K_C-0012_R+0019,chirps_very_dry_day_fraction_lt0_1mm,2001,2020,20,0.9279874579692059,0.014182522355166012,1,1
BJA25K_C-0012_R+0019,chirps_minimum_monthly_precipitation_mm,2001,2020,20,0.03341241110137112,0.14041297890050308,-1,1
BJA25K_C-0012_R+0019,chirps_heavy_rain_days_gt20mm,2001,2020,20,4.543679342240493,1.5977392689860725,1,1
BJA25K_C-0012_R+0019,chirps_max_1day_precipitation_mm,2001,2020,20,72.16705356271515,25.814407988580843,1,1
BJA25K_C-0012_R+0019,terraclimate_climate_water_deficit_mm,2001,2020,20,1102.9656453747143,104.70628816217275,1,1
BJA25K_C-0012_R+0019,terraclimate_pdsi_mean,2001,2020,20,-1.2362234702674528,2.4716712269341237,-1,1
BJA25K_C-0012_R+0019,terraclimate_pdsi_min,2001,2020,20,-2.939802538193192,1.5853510489878115,-1,1
BJA25K_C-0012_R+0019,terraclimate_soil_moisture_mean_mm,2001,2020,20,13.528438890893785,9.97334099273858,-1,1
BJA25K_C-0012_R+0019,terraclimate_aet_pet_ratio,2001,2020,20,0.16284724332960768,0.06673088512711811,-1,1
BJA25K_C-0012_R+0019,modis_evi_mean,2001,2020,20,0.16692310618458234,0.02391595723936865,-1,1
BJA25K_C-0012_R+0019,modis_evi_p10,2001,2020,20,0.11834991020026622,0.013182947922138534,-1,1
BJA25K_C-0013_R+0019,era5_mean_temperature_c,2001,2020,20,16.499756934391478,0.7650835583215111,1,1
BJA25K_C-0013_R+0019,era5_p95_daily_max_temperature_c,2001,2020,20,26.69438355342063,1.1521800221934027,1,1
BJA25K_C-0013_R+0019,era5_annual_max_temperature_c,2001,2020,20,31.064866603150683,1.5733211922336223,1,1
BJA25K_C-0013_R+0019,era5_hot_days_35c,2001,2020,20,0.028316326530612244,0.09237927521630071,1,1
BJA25K_C-0013_R+0019,era5_hot_days_40c,2001,2020,20,,,1,0
BJA25K_C-0013_R+0019,era5_mean_vpd_kpa,2001,2020,20,0.5072959075288453,0.06335059484947897,1,1
BJA25K_C-0013_R+0019,era5_p95_vpd_kpa,2001,2020,20,1.0594872404534343,0.17733879575171704,1,1
BJA25K_C-0013_R+0019,era5_high_vpd_day_fraction,2001,2020,20,,,1,0
BJA25K_C-0013_R+0019,era5_mean_rootzone_soil_water,2001,2020,20,0.16288032163489055,0.021385264311468612,-1,1
BJA25K_C-0013_R+0019,modis_lst_day_mean_c,2001,2020,20,29.536426936830615,1.6203486673464158,1,1
BJA25K_C-0013_R+0019,modis_lst_day_p95_c,2001,2020,20,40.41062280894863,2.0135942788055035,1,1
BJA25K_C-0013_R+0019,modis_lst_day_max_c,2001,2020,20,46.272620964100284,2.8105480282337387,1,1
BJA25K_C-0013_R+0019,modis_lst_night_mean_c,2001,2020,20,12.966972660943037,0.8124238620453987,1,1
BJA25K_C-0013_R+0019,modis_lst_hot_observation_fraction_45c,2001,2020,20,0.014766430437863506,0.0158364098273991,1,1
BJA25K_C-0013_R+0019,chirps_annual_precipitation_mm,2001,2020,20,80.99181012145095,20.98590878285474,-1,1
BJA25K_C-0013_R+0019,chirps_dry_day_fraction_lt1mm,2001,2020,20,0.9628381306461253,0.007787379902215025,1,1
BJA25K_C-0013_R+0019,chirps_very_dry_day_fraction_lt0_1mm,2001,2020,20,0.9564225014466201,0.013406814963603625,1,1
BJA25K_C-0013_R+0019,chirps_minimum_monthly_precipitation_mm,2001,2020,20,0.003198961519059681,0.012581692271989943,-1,1
BJA25K_C-0013_R+0019,chirps_heavy_rain_days_gt20mm,2001,2020,20,0.45698412698412705,0.387674355307499,1,1
BJA25K_C-0013_R+0019,chirps_max_1day_precipitation_mm,2001,2020,20,16.813265722653224,6.737335751701512,1,1
BJA25K_C-0013_R+0019,terraclimate_climate_water_deficit_mm,2001,2020,20,978.7927596899228,98.4055180588897,1,1
BJA25K_C-0013_R+0019,terraclimate_pdsi_mean,2001,2020,20,-1.2287932601205862,2.5531584715102813,-1,1
BJA25K_C-0013_R+0019,terraclimate_pdsi_min,2001,2020,20,-2.940761757105944,1.744118191609894,-1,1
BJA25K_C-0013_R+0019,terraclimate_soil_moisture_mean_mm,2001,2020,20,12.583328596037903,9.02654153365864,-1,1
BJA25K_C-0013_R+0019,terraclimate_aet_pet_ratio,2001,2020,20,0.17234099672735134,0.06908884244643106,-1,1
BJA25K_C-0013_R+0019,modis_evi_mean,2001,2020,20,0.15076440301108446,0.023932879723330493,-1,1
BJA25K_C-0013_R+0019,modis_evi_p10,2001,2020,20,0.10583507285167446,0.01196025108964934,-1,1
