"Comp1","Comp2","predictor"
0.0243284370744539,0.39151223357136,"vpd_z"
-0.455893451061275,-0.0359983407313083,"wind_seasonality_z"
0.692822204088425,-0.0296936520966699,"vegetation_axis"
0.257766293080459,-0.0208090319709551,"topography_axis"
