measurement_label,observation_sd_multiplier,posterior_median,posterior_q025,posterior_q975,posterior_probability_beta_gt_0,posterior_probability_beta_gt_0_10
observation_sd_x0.5,0.5,0.2077325382671153,0.040920105463669365,0.3550002705085085,0.9901,0.9099
observation_sd_x1,1.0,0.2034985533545493,0.02558963175271688,0.3564071497039175,0.9885,0.8762
observation_sd_x2,2.0,0.17195124628105635,-0.03891378228887929,0.3883290085640107,0.9421,0.7316
